0.6772486772486772,0.875,0.6666666666666666,2.2,0,1.0,3.0,3.0
0.5061728395061729,0.3181818181818182,0.6,0.8333333333333334,1.0,1.0,0.25,3.5
0.06896551724137931,0.20833333333333334,0.25,0.0,0.0,1.0,0.0,3.0
0.5681818181818182,0.9523809523809523,0.9166666666666666,2.3333333333333335,0.6,0,0,4.5
0.421875,0.6857142857142857,1.3636363636363635,0.4444444444444444,0.0,0.5,2.0,1.0
0.1694915254237288,0.034482758620689655,0.45454545454545453,1.0909090909090908,0,0.6666666666666666,1.6666666666666667,0.0
0.5616438356164384,0.8636363636363636,1.125,1.1818181818181819,2.0,0,0,4.5
0.3235294117647059,0.8181818181818182,0.9166666666666666,1.0625,0.6666666666666666,3.5,1.5,1.0
0.1,0.3333333333333333,1.2222222222222223,0.3333333333333333,0.4,0.2857142857142857,1.0,1.5
0.47619047619047616,0.5,0.8,2.142857142857143,0.6666666666666666,3.0,0,0
0.4307692307692308,0.41935483870967744,0.5555555555555556,1.2608695652173914,0.4,1.2,1.6666666666666667,2.6666666666666665
0.0425531914893617,0.30612244897959184,0.7368421052631579,0.75,0.2727272727272727,0.0,0.0,0.4
0.5517241379310345,0.8260869565217391,1.5,1.2,0,1.0,0,4.0
0.27631578947368424,0.34615384615384615,0.4444444444444444,0.8181818181818182,0.0,2.6,0.5,2.0
0.3076923076923077,0.02857142857142857,0.0,1.1578947368421053,0.25,0.8333333333333334,1.0,0.8
0.29591836734693877,1.1935483870967742,0.625,0.8333333333333334,3.0,1.8,2.0,1.0
0.2839506172839506,0.4230769230769231,0.5555555555555556,1.75,0.5,0.25,1.5,1.25
0.018518518518518517,0.45161290322580644,0.6363636363636364,0.7777777777777778,0.14285714285714285,0.5,0.0,2.1666666666666665
0.42045454545454547,0.5238095238095238,0.6,3.0,0.0,0.6666666666666666,1.6666666666666667,2.0
0.18666666666666668,0.5813953488372093,0.38461538461538464,0.1,0,0.6666666666666666,1.5,3.5
0.14705882352941177,0.09523809523809523,0.25,0.35714285714285715,0.0,0.6,0.6666666666666666,1.0
0.38636363636363635,0.9,0.0,0.5,1.0,0,2.0,2.3333333333333335
0.12903225806451613,0.3125,0.2727272727272727,1.4615384615384615,0.75,0.5,1.8,3.0
0.11940298507462686,0.18181818181818182,0.16,0.0,1.0,0.25,0.0,1.0
0.6055045871559633,1.1538461538461537,0.8,2.6,0,1.0,0.0,1.0
0.1917808219178082,0.32142857142857145,0.5,0.0,0,1.0,0.0,3.1666666666666665
0.0196078431372549,0.22580645161290322,0.1111111111111111,0.125,0.625,1.1428571428571428,0.375,0
